wafer_id,target,status,calibrated_failure_probability,uncertainty_adjusted_decision,prediction_confidence,combined_uncertainty,data_familiarity_band,evidence_agreement,recommended_action,priority_1_sensor,top_5_sensors
WF-000528,0,Pass,0.0381657557069309,Engineering Review,0.3510727691007168,0.6489272308992832,Unusual,Review Driven by Reliability Concern,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_104,"sensor_104, sensor_478, sensor_060, sensor_103, sensor_032"
WF-001432,0,Pass,0.0381043993429214,Engineering Review,0.4499336147056944,0.5500663852943055,Familiar,Mixed or Intermediate Evidence,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_034,"sensor_034, sensor_060, sensor_065, sensor_104, sensor_489"
WF-001397,0,Pass,0.0377204669258587,Engineering Review,0.2944655141160117,0.7055344858839883,Outside Typical Historical Experience,Review Driven by Reliability Concern,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_478,"sensor_478, sensor_342, sensor_206, sensor_060, sensor_104"
WF-001353,0,Pass,0.0374863500412216,Engineering Review,0.4511255989912256,0.5488744010087744,Very Familiar,Mixed or Intermediate Evidence,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_034,"sensor_034, sensor_104, sensor_060, sensor_201, sensor_511"
WF-000841,0,Pass,0.036893126597488,Engineering Review,0.3752414445889169,0.624758555411083,Familiar,Mixed or Intermediate Evidence,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_386,"sensor_386, sensor_034, sensor_104, sensor_478, sensor_206"
WF-001499,0,Pass,0.036773648363792,Engineering Review,0.3619206604975294,0.6380793395024705,Outside Typical Historical Experience,Review Driven by Reliability Concern,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_065,"sensor_065, sensor_060, sensor_104, sensor_317, sensor_511"
WF-000571,0,Pass,0.0365610341534805,Engineering Review,0.3405056071017188,0.6594943928982812,Unusual,Review Driven by Reliability Concern,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_104,"sensor_104, sensor_424, sensor_060, sensor_511, sensor_032"
WF-001367,0,Pass,0.0364254575704651,Engineering Review,0.4059332883259348,0.5940667116740652,Very Familiar,Mixed or Intermediate Evidence,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_104,"sensor_104, sensor_034, sensor_317, sensor_082, sensor_060"
WF-000973,0,Pass,0.0363493656581005,Engineering Review,0.436292671405241,0.5637073285947589,Very Familiar,Mixed or Intermediate Evidence,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_034,"sensor_034, sensor_511, sensor_104, sensor_060, sensor_214"
WF-000796,1,Fail,0.0361807096397845,Engineering Review,0.3687061014499476,0.6312938985500524,Unusual,Review with Supporting Historical Risk,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_104,"sensor_104, sensor_478, sensor_060, sensor_206, sensor_282"
WF-001032,0,Pass,0.0351566409644104,Engineering Review,0.4225728136607217,0.5774271863392784,Familiar,Mixed or Intermediate Evidence,Prioritise engineering assessment using the SHAP-ranked sensor evidence and retrieved historical cases.,sensor_104,"sensor_104, sensor_478, sensor_511, sensor_060, sensor_214"
WF-000877,0,Pass,0.0347794256432422,Low Risk,0.250089518194109,0.749910481805891,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_478, sensor_214, sensor_060, sensor_206"
WF-000659,0,Pass,0.0342839994440544,Low Risk,0.3777420476457422,0.6222579523542577,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_424,"sensor_424, sensor_060, sensor_104, sensor_032, sensor_489"
WF-000441,0,Pass,0.0337460924926869,Low Risk,0.3176316226706197,0.6823683773293803,Outside Typical Historical Experience,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_015, sensor_060, sensor_034, sensor_478"
WF-001130,0,Pass,0.0334438967979777,Low Risk,0.3777399800584026,0.6222600199415973,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_317, sensor_060, sensor_015, sensor_511"
WF-000754,0,Pass,0.0333251808971113,Low Risk,0.3200004185615128,0.6799995814384872,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_511, sensor_206, sensor_032, sensor_432"
WF-001176,0,Pass,0.0331359064005779,Low Risk,0.3554022809060009,0.6445977190939991,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_034,"sensor_034, sensor_104, sensor_317, sensor_060, sensor_511"
WF-001317,0,Pass,0.0331280378511453,Low Risk,0.382486646736081,0.617513353263919,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_342,"sensor_342, sensor_104, sensor_317, sensor_060, sensor_181"
WF-001213,0,Pass,0.0329788067638946,Low Risk,0.4378155258859912,0.5621844741140087,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_181,"sensor_181, sensor_034, sensor_104, sensor_060, sensor_133"
WF-001354,0,Pass,0.0327598249483776,Low Risk,0.2905209992530018,0.7094790007469982,Outside Typical Historical Experience,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_060,"sensor_060, sensor_034, sensor_130, sensor_511, sensor_104"
WF-001006,0,Pass,0.0324334385598817,Low Risk,0.3797129555353371,0.6202870444646629,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_478, sensor_060, sensor_206, sensor_342"
WF-000531,0,Pass,0.0320711492468924,Low Risk,0.3796917872283974,0.6203082127716026,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_478, sensor_214, sensor_032, sensor_476"
WF-001541,0,Pass,0.0320251230365045,Low Risk,0.3676310160536518,0.6323689839463482,Unusual,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_153,"sensor_153, sensor_214, sensor_104, sensor_181, sensor_352"
WF-000940,0,Pass,0.0319485248093627,Low Risk,0.3872302017918184,0.6127697982081816,Unusual,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_511,"sensor_511, sensor_104, sensor_060, sensor_214, sensor_386"
WF-000838,0,Pass,0.0318797060998321,Low Risk,0.3823936801169719,0.6176063198830282,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_034,"sensor_034, sensor_104, sensor_478, sensor_511, sensor_548"
WF-001315,0,Pass,0.0316207451834414,Low Risk,0.3287210953139859,0.671278904686014,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_034,"sensor_034, sensor_104, sensor_478, sensor_206, sensor_060"
WF-001185,0,Pass,0.0313558480806723,Low Risk,0.4581440231495723,0.5418559768504276,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_065,"sensor_065, sensor_060, sensor_066, sensor_015, sensor_104"
WF-001483,0,Pass,0.0310327247541021,Low Risk,0.3254772423126427,0.6745227576873574,Outside Typical Historical Experience,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_478,"sensor_478, sensor_206, sensor_104, sensor_060, sensor_131"
WF-001361,0,Pass,0.0309131434517018,Low Risk,0.4115538520744661,0.5884461479255338,Very Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_060,"sensor_060, sensor_104, sensor_512, sensor_082, sensor_478"
WF-001480,0,Pass,0.030779034803649,Low Risk,0.4681662015024021,0.5318337984975978,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_060,"sensor_060, sensor_104, sensor_214, sensor_478, sensor_103"
WF-001123,0,Pass,0.0306379573140376,Low Risk,0.3842612344307621,0.6157387655692379,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_060, sensor_424, sensor_478, sensor_432"
WF-001098,0,Pass,0.0300055477309219,Low Risk,0.3484749493115283,0.6515250506884717,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_432, sensor_214, sensor_060, sensor_511"
WF-000948,0,Pass,0.0298163259809585,Low Risk,0.376250164166001,0.623749835833999,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_424,"sensor_424, sensor_104, sensor_060, sensor_386, sensor_352"
WF-000957,0,Pass,0.0297655372257082,Low Risk,0.3309649652413883,0.6690350347586116,Outside Typical Historical Experience,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_060,"sensor_060, sensor_104, sensor_214, sensor_478, sensor_434"
WF-001564,0,Pass,0.0294693810101592,Low Risk,0.3174412366774775,0.6825587633225225,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_060,"sensor_060, sensor_104, sensor_034, sensor_432, sensor_511"
WF-000960,0,Pass,0.0294046723208523,Low Risk,0.4341160917599598,0.5658839082400402,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_153,"sensor_153, sensor_104, sensor_126, sensor_511, sensor_130"
WF-001059,0,Pass,0.0292397966553082,Low Risk,0.4496399023280234,0.5503600976719766,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_060, sensor_214, sensor_511, sensor_352"
WF-001544,0,Pass,0.0291397823757858,Low Risk,0.3787135250707951,0.6212864749292049,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_153, sensor_478, sensor_032, sensor_511"
WF-000513,0,Pass,0.0285030275934763,Low Risk,0.459680133209711,0.540319866790289,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_511, sensor_015, sensor_060, sensor_389"
WF-001100,0,Pass,0.0283699642967726,Low Risk,0.4531587609690235,0.5468412390309765,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_060, sensor_130, sensor_478, sensor_029"
WF-000709,0,Pass,0.0283070992209167,Low Risk,0.4622526594167971,0.537747340583203,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_478,"sensor_478, sensor_206, sensor_104, sensor_342, sensor_060"
WF-000818,0,Pass,0.0281330288721425,Low Risk,0.3894378725844454,0.6105621274155546,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_424,"sensor_424, sensor_034, sensor_104, sensor_082, sensor_511"
WF-000630,0,Pass,0.0278699994602215,Low Risk,0.4951076853856093,0.5048923146143907,Very Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_060,"sensor_060, sensor_104, sensor_478, sensor_589, sensor_206"
WF-000968,0,Pass,0.0278010924165778,Low Risk,0.4422191986964867,0.5577808013035133,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_342,"sensor_342, sensor_126, sensor_104, sensor_060, sensor_130"
WF-000605,0,Pass,0.0277391866556808,Low Risk,0.4500635305807434,0.5499364694192566,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_015,"sensor_015, sensor_060, sensor_104, sensor_478, sensor_282"
WF-000675,0,Pass,0.0274244105177695,Low Risk,0.4067563316476548,0.5932436683523452,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_153, sensor_034, sensor_181, sensor_317"
WF-001500,0,Pass,0.0273699445319095,Low Risk,0.3551091042622691,0.6448908957377308,Outside Typical Historical Experience,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_060,"sensor_060, sensor_104, sensor_214, sensor_206, sensor_478"
WF-000863,0,Pass,0.0273019774078918,Low Risk,0.366494642523697,0.633505357476303,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_424, sensor_034, sensor_181, sensor_126"
WF-001190,1,Fail,0.0269371623680153,Low Risk,0.3997627210835821,0.6002372789164179,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_424,"sensor_424, sensor_153, sensor_034, sensor_104, sensor_214"
WF-001449,0,Pass,0.0267026885943025,Low Risk,0.3690663936816435,0.6309336063183565,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_034,"sensor_034, sensor_104, sensor_060, sensor_511, sensor_478"
WF-000629,0,Pass,0.0265960168206336,Low Risk,0.4011926030508802,0.5988073969491198,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_060,"sensor_060, sensor_032, sensor_282, sensor_104, sensor_478"
WF-000974,0,Pass,0.0263637970331434,Low Risk,0.4233584013217353,0.5766415986782647,Very Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_060, sensor_511, sensor_131, sensor_126"
WF-001447,0,Pass,0.0256892989555889,Low Risk,0.297932851520824,0.7020671484791761,Outside Typical Historical Experience,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_082, sensor_478, sensor_060, sensor_206"
WF-001124,0,Pass,0.0256633708061988,Insufficient Evidence,0.3334313306030296,0.6665686693969703,Outside Typical Historical Experience,Insufficient Evidence,Repeat or verify available measurements and obtain engineering review before making a release decision.,sensor_104,"sensor_104, sensor_015, sensor_060, sensor_511, sensor_434"
WF-001074,0,Pass,0.0255857049947101,Low Risk,0.4411518393451659,0.5588481606548341,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_060, sensor_478, sensor_214, sensor_130"
WF-000338,0,Pass,0.0253537726731054,Low Risk,0.3567795353907665,0.6432204646092334,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_206,"sensor_206, sensor_342, sensor_104, sensor_511, sensor_032"
WF-001475,0,Pass,0.0252320060344618,Low Risk,0.4319471021317037,0.5680528978682963,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_060,"sensor_060, sensor_104, sensor_082, sensor_489, sensor_317"
WF-000821,0,Pass,0.025142566193286,Low Risk,0.3904849003786423,0.6095150996213576,Familiar,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_511,"sensor_511, sensor_034, sensor_104, sensor_201, sensor_378"
WF-001425,0,Pass,0.0249580594212095,Low Risk,0.4308631501910098,0.5691368498089902,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_034,"sensor_034, sensor_104, sensor_181, sensor_317, sensor_434"
WF-000990,0,Pass,0.0247430443724499,Low Risk,0.4632096323246942,0.5367903676753059,Very Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_034,"sensor_034, sensor_104, sensor_060, sensor_126, sensor_214"
WF-000554,0,Pass,0.02463606235205,Low Risk,0.4837253992009918,0.5162746007990082,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_214,"sensor_214, sensor_206, sensor_104, sensor_352, sensor_060"
WF-000726,0,Pass,0.0244293874887086,Low Risk,0.3836933107337407,0.6163066892662593,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_478,"sensor_478, sensor_206, sensor_104, sensor_342, sensor_060"
WF-001352,0,Pass,0.0243545580369474,Low Risk,0.3882031531772644,0.6117968468227356,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_034, sensor_060, sensor_130, sensor_478"
WF-001454,0,Pass,0.0243358776993061,Low Risk,0.3806601133161633,0.6193398866838367,Familiar,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_478,"sensor_478, sensor_206, sensor_104, sensor_342, sensor_060"
WF-001566,0,Pass,0.0237743521976791,Low Risk,0.4466011426500669,0.5533988573499331,Familiar,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_511,"sensor_511, sensor_034, sensor_282, sensor_181, sensor_317"
WF-001433,0,Pass,0.023658352782628,Low Risk,0.419774992239957,0.5802250077600429,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_034,"sensor_034, sensor_478, sensor_104, sensor_060, sensor_214"
WF-000955,0,Pass,0.0234881832990537,Low Risk,0.3613041215340428,0.6386958784659571,Outside Typical Historical Experience,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_153,"sensor_153, sensor_104, sensor_032, sensor_511, sensor_060"
WF-001346,0,Pass,0.0232767682877164,Low Risk,0.4452342098243039,0.554765790175696,Very Familiar,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_034,"sensor_034, sensor_104, sensor_317, sensor_432, sensor_201"
WF-000888,0,Pass,0.0231805995380912,Low Risk,0.4401252905186626,0.5598747094813373,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_034,"sensor_034, sensor_104, sensor_060, sensor_126, sensor_214"
WF-000456,0,Pass,0.0231566041013922,Low Risk,0.3845322122283467,0.6154677877716532,Unusual,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_206,"sensor_206, sensor_478, sensor_104, sensor_034, sensor_342"
WF-001473,0,Pass,0.0228641726482831,Low Risk,0.4096382129639181,0.5903617870360819,Unusual,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_432, sensor_060, sensor_548, sensor_578"
WF-000622,0,Pass,0.0223167881014539,Low Risk,0.3571248136412773,0.6428751863587227,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_034,"sensor_034, sensor_104, sensor_478, sensor_060, sensor_206"
WF-000873,0,Pass,0.0219285744454393,Low Risk,0.4162618684864302,0.5837381315135698,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_511,"sensor_511, sensor_478, sensor_104, sensor_034, sensor_214"
WF-000904,0,Pass,0.0219170643882636,Low Risk,0.4218171175651102,0.5781828824348898,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_060, sensor_214, sensor_511, sensor_131"
WF-001542,0,Pass,0.0218768148533152,Low Risk,0.4429190097641921,0.5570809902358079,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_153,"sensor_153, sensor_034, sensor_060, sensor_104, sensor_214"
WF-001143,0,Pass,0.0214773592737084,Low Risk,0.383026252222064,0.616973747777936,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_060, sensor_478, sensor_317, sensor_181"
WF-000819,0,Pass,0.0213473101017144,Low Risk,0.4150483504384761,0.5849516495615239,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_424, sensor_511, sensor_060, sensor_214"
WF-000866,0,Pass,0.0205299903912706,Low Risk,0.4777586087653737,0.5222413912346262,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_034, sensor_060, sensor_478, sensor_214"
WF-001412,0,Pass,0.0201329162075677,Low Risk,0.4678543914121259,0.5321456085878741,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_060,"sensor_060, sensor_065, sensor_104, sensor_082, sensor_034"
WF-001526,0,Pass,0.0198803182261642,Low Risk,0.396667687316871,0.6033323126831289,Outside Typical Historical Experience,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_034,"sensor_034, sensor_104, sensor_214, sensor_060, sensor_131"
WF-000749,0,Pass,0.0194137338011722,Low Risk,0.4919321855345954,0.5080678144654046,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_034,"sensor_034, sensor_104, sensor_060, sensor_282, sensor_511"
WF-000727,0,Pass,0.0192826831941094,Low Risk,0.5023158666742495,0.4976841333257504,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_034,"sensor_034, sensor_342, sensor_060, sensor_104, sensor_032"
WF-001355,0,Pass,0.0186270885350573,Low Risk,0.3206041934136843,0.6793958065863157,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_060, sensor_317, sensor_478, sensor_511"
WF-001530,0,Pass,0.0186067130995502,Low Risk,0.3980195100743661,0.6019804899256339,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_511, sensor_032, sensor_060, sensor_034"
WF-001151,0,Pass,0.0184493647110867,Low Risk,0.3692702494923044,0.6307297505076956,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_034, sensor_317, sensor_060, sensor_282"
WF-001494,0,Pass,0.0183735844336359,Low Risk,0.4280227544636211,0.5719772455363789,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_060, sensor_478, sensor_032, sensor_206"
WF-001443,0,Pass,0.0181476305780483,Low Risk,0.4584951295218503,0.5415048704781498,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_034,"sensor_034, sensor_214, sensor_104, sensor_032, sensor_352"
WF-000713,0,Pass,0.017998145378469,Low Risk,0.4262656180604821,0.5737343819395179,Very Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_060,"sensor_060, sensor_104, sensor_034, sensor_032, sensor_478"
WF-001005,0,Pass,0.0174044761498418,Low Risk,0.5129151645928662,0.4870848354071337,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_060,"sensor_060, sensor_104, sensor_214, sensor_511, sensor_206"
WF-001434,0,Pass,0.0166559513486499,Low Risk,0.4554073052708653,0.5445926947291346,Very Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_478, sensor_060, sensor_206, sensor_034"
WF-000931,0,Pass,0.0165529979837179,Low Risk,0.4253630165164818,0.5746369834835182,Familiar,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_153,"sensor_153, sensor_104, sensor_034, sensor_060, sensor_126"
WF-001440,0,Pass,0.0165250016048479,Low Risk,0.4762158040410568,0.5237841959589431,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_034, sensor_060, sensor_317, sensor_181"
WF-001442,0,Pass,0.0162653857813916,Low Risk,0.4280218008224004,0.5719781991775996,Familiar,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_034, sensor_060, sensor_029, sensor_511"
WF-000715,0,Pass,0.0161458792290348,Low Risk,0.4963410097912662,0.5036589902087338,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_511,"sensor_511, sensor_104, sensor_214, sensor_060, sensor_015"
WF-001467,0,Pass,0.0158861525010141,Low Risk,0.376714908862755,0.623285091137245,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_317, sensor_511, sensor_034, sensor_060"
WF-001487,0,Pass,0.015831868315119,Low Risk,0.4202069249977919,0.5797930750022081,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_060,"sensor_060, sensor_104, sensor_478, sensor_082, sensor_511"
WF-000694,0,Pass,0.0156205708782122,Low Risk,0.4454883602345935,0.5545116397654064,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_511,"sensor_511, sensor_060, sensor_104, sensor_478, sensor_206"
WF-001478,0,Pass,0.0155714199198236,Low Risk,0.4198554310764847,0.5801445689235152,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_478,"sensor_478, sensor_206, sensor_342, sensor_104, sensor_060"
WF-000933,0,Pass,0.0147788975616677,Low Risk,0.4163660018009877,0.5836339981990122,Familiar,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_126, sensor_060, sensor_520, sensor_130"
WF-001099,0,Pass,0.0144297908565783,Low Risk,0.4665405955140928,0.5334594044859071,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_424,"sensor_424, sensor_214, sensor_478, sensor_104, sensor_060"
WF-000817,0,Pass,0.0128786301620683,Low Risk,0.4983764598821812,0.5016235401178188,Familiar,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_034,"sensor_034, sensor_104, sensor_511, sensor_060, sensor_082"
WF-000937,0,Pass,0.0128631040847779,Low Risk,0.4215053426564173,0.5784946573435826,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_060,"sensor_060, sensor_478, sensor_104, sensor_206, sensor_126"
WF-001479,0,Pass,0.0127124392248786,Low Risk,0.4389320155956159,0.5610679844043841,Unusual,Low-Risk Decision with Reliability Caution,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_104,"sensor_104, sensor_317, sensor_214, sensor_352, sensor_181"
WF-000616,0,Pass,0.0122494254630322,Low Risk,0.4978736563832621,0.5021263436167378,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_511,"sensor_511, sensor_104, sensor_214, sensor_060, sensor_352"
WF-000851,0,Pass,0.0113072610572929,Low Risk,0.4724868265345221,0.5275131734654779,Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_478,"sensor_478, sensor_104, sensor_206, sensor_034, sensor_060"
WF-000812,0,Pass,0.0113072610572929,Low Risk,0.5164028914291944,0.4835971085708056,Very Familiar,Convergent Low-Risk Evidence,Continue processing under standard monitoring.,sensor_034,"sensor_034, sensor_104, sensor_214, sensor_060, sensor_352"
WF-001529,0,Pass,0.0107147518487837,Low Risk,0.4278747317833328,0.5721252682166672,Outside Typical Historical Experience,Low-Risk Decision with Historical Conflict,Do not rely on automatic release alone. Verify the highlighted evidence before continuing.,sensor_214,"sensor_214, sensor_317, sensor_104, sensor_282, sensor_181"
WF-000947,0,Pass,0.0097998114632629,Low Risk,0.4651473350765884,0.5348526649234115,Familiar,Low-Risk Decision with Limited Support,Continue processing under standard monitoring.,sensor_104,"sensor_104, sensor_478, sensor_511, sensor_060, sensor_206"
